FactID,AttritionFlag,MonthlyIncome,YearsAtCompany,PerformanceRating,DistanceFromHome,DepartmentName,JobRoleName,Age,Gender,MaritalStatus,EducationField,RiskLevel
2913,1,4787.00,2,3,1,Research & Development,Research Scientist,29,Male,Married,Medical,Medium
2101,0,4775.00,2,4,1,Research & Development,Manufacturing Director,22,Male,Married,Life Sciences,Medium
1825,0,4736.00,2,3,25,Sales,Sales Executive,30,Female,Married,Technical Degree,Medium
2219,1,4969.00,2,3,29,Sales,Sales Executive,26,Male,Single,Medical,Low
2208,0,5003.00,2,3,7,Research & Development,Manufacturing Director,41,Female,Single,Medical,Low
2823,0,5033.00,2,3,1,Research & Development,Healthcare Representative,44,Male,Married,Life Sciences,Low
2007,0,5405.00,2,3,16,Sales,Sales Executive,60,Male,Single,Marketing,Low
2638,1,5440.00,2,3,15,Sales,Sales Executive,35,Male,Divorced,Medical,Low
2520,0,5301.00,2,3,16,Sales,Sales Executive,30,Male,Married,Life Sciences,Low
2588,0,5484.00,2,3,1,Research & Development,Research Scientist,34,Male,Married,Life Sciences,Low
2509,0,5486.00,2,3,7,Sales,Sales Executive,48,Male,Divorced,Marketing,Low
2707,1,6134.00,2,3,13,Sales,Sales Executive,36,Male,Divorced,Marketing,Low
1964,0,5985.00,2,3,1,Human Resources,Human Resources,44,Female,Single,Life Sciences,Low
2741,0,6029.00,2,3,3,Sales,Sales Executive,34,Female,Single,Life Sciences,Low
1758,0,5745.00,2,3,23,Research & Development,Healthcare Representative,38,Male,Divorced,Life Sciences,Low
2576,0,6392.00,2,3,8,Sales,Sales Executive,33,Male,Married,Life Sciences,Low
1781,0,6410.00,2,3,2,Human Resources,Human Resources,31,Male,Married,Human Resources,Low
2667,0,7082.00,2,3,23,Sales,Sales Executive,41,Male,Single,Life Sciences,Low
2019,0,6804.00,2,3,15,Sales,Sales Executive,43,Male,Married,Life Sciences,Low
2756,0,7991.00,2,3,26,Sales,Sales Executive,46,Male,Single,Life Sciences,Low
1991,0,8120.00,2,3,2,Sales,Sales Executive,48,Male,Married,Marketing,Low
2550,0,8376.00,2,3,6,Research & Development,Manufacturing Director,39,Female,Single,Life Sciences,Low
1609,0,8639.00,2,3,28,Sales,Sales Executive,25,Male,Married,Life Sciences,Low
1602,0,9208.00,2,3,12,Sales,Sales Executive,50,Female,Single,Marketing,Low
2473,0,9362.00,2,3,18,Research & Development,Manufacturing Director,35,Male,Single,Life Sciences,Low
2241,0,19627.00,2,3,1,Research & Development,Research Director,46,Male,Divorced,Medical,Low
1968,0,19513.00,2,3,3,Research & Development,Manager,44,Male,Married,Other,Low
2533,0,10209.00,2,3,2,Research & Development,Manufacturing Director,44,Male,Single,Medical,Low
2867,1,10448.00,2,3,24,Sales,Sales Executive,53,Male,Single,Life Sciences,Low
1936,0,10527.00,2,3,18,Research & Development,Healthcare Representative,46,Female,Married,Medical,Low
2797,1,9907.00,2,3,2,Sales,Sales Executive,32,Male,Single,Marketing,Low
2840,1,9854.00,2,3,13,Sales,Sales Executive,28,Female,Single,Marketing,Low
2746,0,13116.00,2,3,3,Research & Development,Manager,51,Female,Married,Technical Degree,Low
2117,0,11836.00,2,3,8,Sales,Sales Executive,53,Male,Married,Marketing,Low
2637,0,15202.00,2,4,4,Research & Development,Manager,48,Male,Married,Medical,Low
2781,0,15787.00,2,3,15,Research & Development,Research Director,58,Male,Married,Life Sciences,Low
1716,0,13675.00,2,3,3,Research & Development,Research Director,31,Male,Divorced,Medical,Low
2748,0,19328.00,2,3,2,Research & Development,Research Director,46,Male,Divorced,Medical,Low
1500,0,18947.00,2,3,2,Sales,Manager,46,Female,Single,Marketing,Low
2338,0,17856.00,2,4,2,Research & Development,Manager,50,Female,Married,Medical,Low
1900,0,17861.00,3,3,2,Research & Development,Research Director,46,Male,Married,Life Sciences,Low
1761,0,18665.00,3,3,10,Research & Development,Research Director,49,Female,Single,Life Sciences,Low
1800,0,18300.00,3,3,5,Research & Development,Research Director,47,Male,Married,Life Sciences,Low
1576,0,18844.00,3,4,2,Human Resources,Manager,59,Female,Married,Human Resources,Low
2665,0,15972.00,3,3,2,Sales,Manager,47,Female,Divorced,Life Sciences,Low
1963,0,15402.00,3,3,1,Research & Development,Manager,48,Female,Married,Life Sciences,Low
2416,0,16880.00,3,3,28,Research & Development,Research Director,50,Female,Married,Life Sciences,Low
2485,0,16422.00,3,3,8,Research & Development,Research Director,31,Female,Single,Life Sciences,Low
2739,0,12965.00,3,4,1,Research & Development,Manufacturing Director,53,Female,Married,Medical,Low
2932,1,10854.00,3,3,28,Sales,Sales Executive,50,Male,Divorced,Marketing,Low
2258,0,10976.00,3,3,2,Research & Development,Manufacturing Director,55,Male,Married,Life Sciences,Low
1911,1,9950.00,3,3,23,Human Resources,Human Resources,34,Female,Divorced,Human Resources,Low
2777,0,9637.00,3,3,7,Sales,Sales Executive,31,Female,Married,Marketing,Low
1957,0,9602.00,3,3,2,Sales,Sales Executive,37,Male,Married,Marketing,Low
2508,0,9380.00,3,3,29,Research & Development,Manufacturing Director,45,Male,Married,Technical Degree,Low
1904,0,9071.00,3,3,10,Sales,Sales Executive,46,Female,Married,Marketing,Low
1982,0,8847.00,3,3,9,Research & Development,Manufacturing Director,36,Male,Divorced,Medical,Low
2644,0,8008.00,3,3,5,Research & Development,Healthcare Representative,36,Female,Married,Life Sciences,Low
2765,0,6870.00,3,3,5,Research & Development,Healthcare Representative,41,Male,Single,Life Sciences,Low
1725,0,6931.00,3,3,20,Sales,Sales Executive,29,Male,Divorced,Marketing,Low
2261,0,7119.00,3,3,5,Research & Development,Healthcare Representative,33,Male,Divorced,Life Sciences,Low
2699,0,6430.00,3,3,4,Human Resources,Human Resources,41,Male,Married,Human Resources,Low
1720,0,6434.00,3,3,7,Research & Development,Manufacturing Director,45,Male,Married,Life Sciences,Low
2054,0,6500.00,3,3,8,Sales,Sales Executive,34,Female,Married,Life Sciences,Low
2721,0,6294.00,3,3,1,Research & Development,Healthcare Representative,29,Male,Single,Life Sciences,Low
1724,0,6545.00,3,3,17,Research & Development,Research Scientist,42,Female,Single,Life Sciences,Low
1864,0,6538.00,3,3,4,Sales,Sales Executive,34,Female,Married,Marketing,Low
2515,0,6651.00,3,3,5,Research & Development,Healthcare Representative,49,Male,Married,Technical Degree,Low
1831,0,6755.00,3,3,1,Research & Development,Healthcare Representative,57,Male,Married,Medical,Low
2837,0,5736.00,3,3,21,Sales,Sales Executive,39,Female,Married,Life Sciences,Low
2464,0,6232.00,3,3,18,Sales,Sales Executive,25,Male,Married,Life Sciences,Low
2599,0,5562.00,3,3,6,Research & Development,Laboratory Technician,36,Male,Married,Life Sciences,Low
2490,0,5647.00,3,3,16,Sales,Sales Executive,36,Female,Married,Marketing,Low
2062,1,5324.00,3,3,16,Sales,Sales Executive,33,Female,Single,Marketing,Low
2670,0,5347.00,3,3,26,Research & Development,Healthcare Representative,36,Male,Married,Life Sciences,Low
1567,0,4999.00,3,4,3,Sales,Sales Executive,24,Female,Married,Other,Low
1606,0,4941.00,3,4,6,Research & Development,Manufacturing Director,36,Male,Divorced,Medical,Low
1601,0,4739.00,3,3,28,Research & Development,Research Scientist,43,Female,Single,Medical,Medium
2484,0,4779.00,3,3,7,Sales,Sales Executive,30,Female,Divorced,Marketing,Medium
2816,0,4788.00,3,3,16,Research & Development,Manufacturing Director,35,Female,Married,Other,Medium
2542,0,4789.00,3,4,3,Research & Development,Laboratory Technician,49,Female,Married,Medical,Medium
1988,0,4851.00,3,4,8,Sales,Sales Executive,25,Male,Married,Life Sciences,Medium
1679,0,4876.00,3,3,9,Research & Development,Healthcare Representative,40,Male,Married,Life Sciences,Medium
2388,0,4538.00,3,3,2,Sales,Sales Executive,34,Female,Single,Marketing,Medium
2616,0,4663.00,3,3,12,Research & Development,Manufacturing Director,36,Female,Married,Life Sciences,Medium
2257,0,4621.00,3,3,8,Research & Development,Laboratory Technician,27,Male,Married,Life Sciences,Medium
2273,0,4302.00,3,3,7,Sales,Sales Executive,33,Female,Married,Life Sciences,Medium
1925,0,4262.00,3,3,19,Research & Development,Manufacturing Director,29,Male,Divorced,Technical Degree,Medium
1613,0,4317.00,3,4,3,Research & Development,Research Scientist,38,Female,Single,Technical Degree,Medium
2591,0,4198.00,3,3,16,Sales,Sales Executive,38,Female,Single,Life Sciences,Medium
2210,0,4227.00,3,3,2,Research & Development,Manufacturing Director,27,Female,Married,Life Sciences,Medium
1953,1,4233.00,3,3,13,Sales,Sales Executive,31,Male,Divorced,Medical,Medium
2653,0,4374.00,3,3,1,Research & Development,Manufacturing Director,36,Female,Married,Medical,Medium
2492,1,4400.00,3,3,9,Sales,Sales Representative,25,Male,Married,Life Sciences,Medium
1712,0,4465.00,3,3,26,Sales,Sales Executive,32,Male,Married,Marketing,Medium
2325,0,4477.00,3,3,7,Research & Development,Research Scientist,45,Female,Married,Medical,Medium
2137,1,4171.00,3,3,3,Research & Development,Manufacturing Director,22,Female,Married,Life Sciences,Medium
2462,0,4078.00,3,3,2,Sales,Sales Executive,32,Male,Married,Marketing,Medium
2293,0,4033.00,3,3,2,Research & Development,Manufacturing Director,34,Male,Single,Life Sciences,Medium
2536,0,4035.00,3,3,4,Research & Development,Healthcare Representative,55,Male,Married,Life Sciences,Medium
1808,0,3983.00,3,3,9,Research & Development,Laboratory Technician,29,Male,Single,Other,Medium
2211,0,3917.00,3,4,10,Research & Development,Laboratory Technician,35,Male,Divorced,Other,Medium
1490,0,3944.00,3,3,2,Research & Development,Research Scientist,38,Male,Single,Life Sciences,Medium
1719,0,3920.00,3,3,1,Research & Development,Research Scientist,37,Female,Married,Medical,Medium
2395,0,3506.00,3,3,6,Research & Development,Research Scientist,35,Male,Married,Life Sciences,Medium
2640,0,3517.00,3,3,8,Research & Development,Research Scientist,27,Female,Married,Medical,Medium
2183,0,3452.00,3,3,13,Research & Development,Research Scientist,33,Female,Single,Life Sciences,Medium
1794,1,3464.00,3,3,2,Research & Development,Research Scientist,28,Male,Married,Medical,Medium
2894,0,3375.00,3,3,1,Research & Development,Research Scientist,22,Male,Single,Life Sciences,Medium
1710,1,3730.00,3,3,1,Research & Development,Laboratory Technician,32,Male,Single,Life Sciences,Medium
2084,0,3737.00,3,3,3,Human Resources,Human Resources,34,Male,Married,Human Resources,Medium
2364,0,3760.00,3,3,1,Research & Development,Research Scientist,29,Female,Divorced,Life Sciences,Medium
1654,0,3690.00,3,3,1,Research & Development,Laboratory Technician,50,Male,Married,Medical,Medium
1954,0,3681.00,3,3,25,Research & Development,Laboratory Technician,35,Male,Single,Other,Medium
2436,0,3669.00,3,3,19,Research & Development,Laboratory Technician,25,Male,Married,Medical,Medium
2472,0,3629.00,3,3,11,Research & Development,Laboratory Technician,37,Female,Single,Medical,Medium
1967,0,3447.00,3,3,22,Sales,Sales Representative,21,Male,Single,Technical Degree,Medium
2778,0,3591.00,3,4,1,Research & Development,Research Scientist,28,Female,Married,Medical,Medium
1616,0,3204.00,3,3,5,Research & Development,Research Scientist,30,Female,Divorced,Technical Degree,Medium
2474,0,3229.00,3,3,1,Research & Development,Laboratory Technician,25,Male,Married,Technical Degree,Medium
1745,0,3230.00,3,3,3,Research & Development,Research Scientist,21,Male,Single,Medical,Medium
2610,0,3312.00,3,3,5,Research & Development,Research Scientist,32,Female,Married,Other,Medium
2136,0,3294.00,3,3,2,Sales,Sales Representative,47,Female,Single,Life Sciences,Medium
2709,0,3295.00,3,3,4,Research & Development,Laboratory Technician,23,Female,Single,Medical,Medium
2543,0,3180.00,3,3,2,Research & Development,Laboratory Technician,29,Female,Married,Life Sciences,Medium
1908,0,2983.00,3,3,7,Sales,Sales Representative,30,Male,Single,Marketing,Medium
1889,0,2886.00,3,4,23,Research & Development,Research Scientist,26,Female,Divorced,Life Sciences,Medium
2527,1,2909.00,3,3,1,Sales,Sales Representative,28,Male,Married,Technical Degree,Medium
2102,0,2818.00,3,4,8,Research & Development,Laboratory Technician,44,Male,Married,Life Sciences,Medium
1987,0,2819.00,3,3,4,Research & Development,Research Scientist,23,Male,Married,Medical,Medium
2144,0,2799.00,3,3,1,Research & Development,Research Scientist,33,Male,Single,Other,Medium
2116,1,2800.00,3,3,1,Sales,Sales Representative,29,Female,Divorced,Medical,Medium
1692,0,2622.00,3,4,4,Research & Development,Research Scientist,33,Female,Married,Medical,Medium
2573,0,2644.00,3,4,2,Sales,Sales Representative,36,Male,Single,Life Sciences,Medium
1507,1,2683.00,3,3,3,Sales,Sales Representative,50,Male,Married,Marketing,Medium
1821,0,2696.00,3,3,2,Human Resources,Human Resources,42,Male,Divorced,Technical Degree,Medium
2298,0,2703.00,3,3,6,Research & Development,Research Scientist,28,Male,Divorced,Life Sciences,Medium
2794,0,2706.00,3,3,1,Human Resources,Human Resources,28,Male,Divorced,Life Sciences,Medium
1976,0,2659.00,3,3,6,Research & Development,Laboratory Technician,26,Female,Married,Life Sciences,Medium
2051,0,2572.00,3,3,8,Sales,Sales Representative,35,Female,Married,Life Sciences,Medium
1833,0,2610.00,3,4,9,Sales,Sales Representative,21,Male,Single,Medical,Medium
2203,1,2422.00,3,3,5,Research & Development,Laboratory Technician,30,Female,Single,Medical,Medium
2579,0,2450.00,3,3,1,Research & Development,Laboratory Technician,35,Male,Single,Medical,Medium
2764,0,2438.00,3,3,9,Research & Development,Research Scientist,43,Male,Single,Life Sciences,Medium
1647,0,2500.00,3,3,2,Research & Development,Research Scientist,33,Male,Single,Life Sciences,Medium
2424,1,2362.00,3,3,3,Research & Development,Laboratory Technician,44,Male,Married,Life Sciences,Medium
2516,0,2345.00,3,3,2,Research & Development,Research Scientist,40,Male,Divorced,Medical,Medium
1652,0,2311.00,3,3,27,Research & Development,Research Scientist,34,Female,Single,Medical,Medium
2153,0,2332.00,3,4,1,Research & Development,Laboratory Technician,32,Female,Married,Life Sciences,Medium
1759,1,2373.00,3,3,16,Research & Development,Laboratory Technician,26,Male,Divorced,Medical,Medium
2180,1,2321.00,3,4,9,Research & Development,Research Scientist,31,Male,Single,Medical,Medium
2108,0,2314.00,3,3,1,Research & Development,Laboratory Technician,32,Male,Divorced,Life Sciences,Medium
2423,1,2302.00,3,3,1,Sales,Sales Representative,31,Female,Single,Life Sciences,Medium
2695,0,2305.00,3,3,17,Research & Development,Laboratory Technician,26,Male,Married,Medical,Medium
2684,1,2275.00,3,4,7,Sales,Sales Representative,23,Male,Divorced,Life Sciences,Medium
1866,0,2258.00,3,4,21,Research & Development,Laboratory Technician,43,Male,Married,Medical,Medium
2168,0,2157.00,3,3,20,Sales,Sales Representative,29,Female,Married,Technical Degree,Medium
1828,1,2174.00,3,3,1,Sales,Sales Representative,21,Female,Single,Technical Degree,Medium
1539,0,2194.00,3,3,1,Research & Development,Research Scientist,35,Male,Married,Medical,Medium
1842,0,2201.00,3,3,23,Research & Development,Research Scientist,29,Male,Single,Life Sciences,Medium
1711,0,2232.00,3,3,1,Research & Development,Laboratory Technician,39,Female,Divorced,Medical,Medium
2404,0,2080.00,3,3,1,Research & Development,Research Scientist,28,Male,Single,Technical Degree,Medium
2506,0,2109.00,3,3,8,Human Resources,Human Resources,31,Female,Single,Medical,Medium
1570,0,2042.00,3,3,23,Research & Development,Laboratory Technician,44,Male,Married,Medical,Medium
2233,1,2042.00,3,3,2,Research & Development,Research Scientist,26,Male,Married,Life Sciences,Medium
1571,1,2073.00,3,4,6,Human Resources,Human Resources,37,Male,Divorced,Human Resources,Medium
2814,0,2062.00,3,3,7,Research & Development,Laboratory Technician,29,Male,Single,Life Sciences,Medium
2494,0,2066.00,3,4,1,Research & Development,Research Scientist,56,Female,Married,Life Sciences,Medium
1983,0,2045.00,4,3,3,Research & Development,Research Scientist,27,Male,Single,Medical,Medium
1558,0,2075.00,4,4,9,Research & Development,Laboratory Technician,51,Male,Married,Life Sciences,Medium
1485,1,2028.00,4,3,24,Research & Development,Laboratory Technician,28,Male,Single,Life Sciences,Medium
2651,0,2013.00,4,3,7,Research & Development,Laboratory Technician,36,Male,Single,Life Sciences,Medium
1870,0,2218.00,4,3,1,Research & Development,Laboratory Technician,31,Male,Married,Life Sciences,Medium
1630,0,2231.00,4,3,2,Sales,Sales Representative,34,Female,Married,Marketing,Medium
2717,1,2180.00,4,3,8,Human Resources,Human Resources,30,Female,Divorced,Human Resources,Medium
2264,0,2207.00,4,3,15,Research & Development,Laboratory Technician,28,Male,Divorced,Life Sciences,Medium
2642,1,2166.00,4,3,7,Research & Development,Laboratory Technician,40,Male,Single,Life Sciences,Medium
2392,0,2154.00,4,3,1,Research & Development,Laboratory Technician,28,Male,Single,Medical,Medium
2499,0,2127.00,4,3,5,Research & Development,Research Scientist,41,Male,Married,Medical,Medium
2553,0,2272.00,4,3,20,Research & Development,Laboratory Technician,23,Male,Single,Life Sciences,Medium
2126,0,2277.00,4,3,3,Human Resources,Human Resources,33,Male,Divorced,Human Resources,Medium
1765,0,2326.00,4,3,9,Research & Development,Research Scientist,37,Male,Married,Medical,Medium
1677,0,2328.00,4,3,5,Research & Development,Research Scientist,22,Male,Divorced,Life Sciences,Medium
2861,1,2367.00,4,3,17,Research & Development,Laboratory Technician,28,Male,Divorced,Technical Degree,Medium
2438,0,2387.00,4,4,1,Research & Development,Laboratory Technician,40,Male,Married,Life Sciences,Medium
1700,1,2389.00,4,3,18,Research & Development,Research Scientist,29,Male,Single,Medical,Medium
2024,0,2342.00,4,4,2,Research & Development,Research Scientist,40,Female,Single,Medical,Medium
2021,0,2500.00,4,3,9,Research & Development,Laboratory Technician,23,Male,Married,Medical,Medium
2205,0,2451.00,4,3,8,Research & Development,Laboratory Technician,22,Male,Married,Life Sciences,Medium
1789,0,2478.00,4,3,5,Research & Development,Research Scientist,27,Female,Single,Life Sciences,Medium
2846,1,2432.00,4,3,5,Research & Development,Research Scientist,32,Female,Single,Life Sciences,Medium
2906,0,2436.00,4,3,1,Research & Development,Research Scientist,44,Male,Single,Medical,Medium
2920,0,2439.00,4,3,2,Research & Development,Research Scientist,32,Male,Single,Technical Degree,Medium
2664,0,2440.00,4,4,2,Research & Development,Laboratory Technician,38,Female,Single,Medical,Medium
2641,0,2580.00,4,3,2,Research & Development,Research Scientist,27,Male,Single,Medical,Medium
2453,0,2610.00,4,3,7,Research & Development,Research Scientist,38,Male,Divorced,Life Sciences,Medium
2825,1,2587.00,4,3,24,Research & Development,Laboratory Technician,56,Male,Single,Life Sciences,Medium
2128,0,2532.00,4,3,7,Research & Development,Laboratory Technician,29,Female,Divorced,Medical,Medium
2304,0,2539.00,4,3,6,Research & Development,Research Scientist,27,Male,Married,Life Sciences,Medium
2608,0,2814.00,4,3,26,Research & Development,Research Scientist,22,Female,Married,Other,Medium
1816,0,2904.00,4,3,26,Research & Development,Research Scientist,23,Male,Divorced,Life Sciences,Medium
2868,0,2897.00,4,3,9,Research & Development,Research Scientist,54,Female,Married,Life Sciences,Medium
2929,0,2977.00,4,3,1,Research & Development,Research Scientist,35,Female,Married,Life Sciences,Medium
1495,1,2960.00,4,3,6,Research & Development,Research Scientist,34,Male,Single,Medical,Medium
2935,0,2966.00,4,3,5,Sales,Sales Representative,26,Female,Single,Other,Medium
2486,0,2996.00,4,3,1,Research & Development,Research Scientist,34,Male,Divorced,Other,Medium
1966,1,3041.00,4,3,2,Sales,Sales Representative,27,Male,Divorced,Marketing,Medium
1653,1,3140.00,4,4,20,Sales,Sales Representative,41,Female,Single,Marketing,Medium
2853,0,3065.00,4,3,3,Research & Development,Research Scientist,31,Male,Divorced,Medical,Medium
2045,0,3280.00,4,3,1,Research & Development,Research Scientist,34,Female,Single,Life Sciences,Medium
2312,0,3597.00,4,4,24,Research & Development,Laboratory Technician,24,Male,Single,Medical,Medium
2428,0,3544.00,4,3,16,Research & Development,Research Scientist,40,Male,Divorced,Life Sciences,Medium
2110,0,3580.00,4,3,1,Research & Development,Research Scientist,49,Female,Married,Technical Degree,Medium
2196,1,3743.00,4,4,14,Research & Development,Laboratory Technician,35,Male,Divorced,Other,Medium
2757,0,3377.00,4,3,2,Research & Development,Laboratory Technician,40,Female,Married,Life Sciences,Medium
1907,1,3408.00,4,3,10,Research & Development,Laboratory Technician,33,Male,Divorced,Medical,Medium
2089,0,3424.00,4,3,2,Research & Development,Research Scientist,25,Male,Single,Medical,Medium
2678,0,3537.00,4,3,22,Research & Development,Research Scientist,55,Male,Divorced,Technical Degree,Medium
1651,0,3929.00,4,4,12,Research & Development,Research Scientist,31,Female,Married,Medical,Medium
1709,0,3931.00,4,3,4,Sales,Sales Representative,32,Female,Married,Life Sciences,Medium
2469,0,3904.00,4,3,2,Research & Development,Research Scientist,26,Male,Single,Medical,Medium
1491,0,4011.00,4,3,11,Research & Development,Manufacturing Director,24,Female,Divorced,Other,Medium
2930,0,4025.00,4,3,13,Research & Development,Laboratory Technician,29,Male,Married,Other,Medium
2336,0,4115.00,4,3,29,Sales,Sales Executive,30,Male,Divorced,Life Sciences,Medium
2197,0,4148.00,4,3,1,Research & Development,Manufacturing Director,31,Female,Married,Life Sciences,Medium
2238,0,4107.00,4,3,3,Research & Development,Healthcare Representative,37,Female,Single,Other,Medium
1655,0,4450.00,4,3,13,Research & Development,Manufacturing Director,53,Female,Divorced,Medical,Medium
2940,0,4404.00,4,3,8,Research & Development,Laboratory Technician,34,Male,Married,Medical,Medium
2195,0,4377.00,4,3,17,Research & Development,Manufacturing Director,24,Female,Divorced,Medical,Medium
2518,0,4373.00,4,3,7,Sales,Sales Executive,33,Male,Married,Medical,Medium
2041,0,4258.00,4,3,19,Research & Development,Research Scientist,52,Male,Married,Medical,Medium
2477,1,4284.00,4,4,28,Research & Development,Laboratory Technician,49,Male,Single,Life Sciences,Medium
2047,0,4342.00,4,3,8,Sales,Sales Executive,27,Male,Married,Marketing,Medium
2878,0,4617.00,4,3,1,Research & Development,Healthcare Representative,24,Male,Single,Life Sciences,Medium
1820,0,4649.00,4,3,2,Sales,Sales Executive,29,Male,Married,Life Sciences,Medium
1940,1,4707.00,4,3,11,Sales,Sales Executive,32,Male,Married,Other,Medium
2452,1,4614.00,4,3,18,Sales,Sales Executive,35,Female,Married,Marketing,Medium
2356,0,4950.00,4,3,10,Sales,Sales Executive,25,Male,Single,Life Sciences,Low
1803,0,4869.00,4,3,20,Research & Development,Research Scientist,54,Female,Single,Life Sciences,Medium
2541,0,4898.00,4,3,7,Sales,Sales Executive,28,Male,Single,Life Sciences,Medium
1726,0,4898.00,4,3,1,Research & Development,Manufacturing Director,25,Female,Married,Life Sciences,Medium
2130,0,4908.00,4,3,5,Sales,Sales Executive,28,Male,Single,Medical,Medium
2911,0,5131.00,4,3,4,Research & Development,Manufacturing Director,36,Female,Divorced,Life Sciences,Low
1550,0,5021.00,4,4,5,Human Resources,Human Resources,46,Male,Divorced,Medical,Low
2320,1,5346.00,4,3,9,Sales,Sales Executive,43,Female,Single,Marketing,Low
2044,1,5326.00,4,3,8,Sales,Sales Executive,26,Male,Single,Technical Degree,Low
2890,0,5410.00,4,3,18,Research & Development,Research Scientist,42,Male,Divorced,Life Sciences,Low
2833,0,5399.00,4,3,1,Research & Development,Healthcare Representative,45,Male,Single,Medical,Low
2779,0,5405.00,4,4,2,Sales,Sales Representative,38,Female,Married,Marketing,Low
2826,0,5507.00,4,3,17,Sales,Sales Executive,36,Male,Married,Marketing,Low
1770,0,5482.00,4,3,2,Research & Development,Manufacturing Director,51,Male,Divorced,Medical,Low
1523,0,5454.00,4,4,1,Sales,Sales Executive,44,Female,Divorced,Marketing,Low
1541,0,5473.00,4,3,1,Sales,Sales Executive,59,Female,Single,Life Sciences,Low
2068,0,6062.00,4,3,1,Research & Development,Manufacturing Director,42,Female,Married,Life Sciences,Low
2629,0,5768.00,4,3,19,Research & Development,Manufacturing Director,37,Male,Married,Life Sciences,Low
2349,0,6272.00,4,3,2,Human Resources,Human Resources,42,Male,Married,Medical,Low
2076,0,6288.00,4,3,12,Research & Development,Healthcare Representative,38,Male,Divorced,Life Sciences,Low
1502,0,6465.00,4,3,10,Research & Development,Healthcare Representative,44,Male,Married,Other,Low
2674,0,7005.00,4,3,24,Research & Development,Healthcare Representative,53,Male,Married,Medical,Low
1999,1,6796.00,4,3,8,Sales,Sales Executive,50,Male,Married,Technical Degree,Low
1806,0,7457.00,4,4,1,Sales,Sales Executive,40,Male,Married,Medical,Low
2635,0,7945.00,4,3,16,Research & Development,Manufacturing Director,40,Female,Single,Life Sciences,Low
2830,0,8103.00,4,3,3,Sales,Sales Executive,34,Female,Married,Medical,Low
2580,0,9250.00,4,3,29,Sales,Sales Executive,30,Male,Married,Technical Degree,Low
1680,0,9396.00,4,3,1,Research & Development,Healthcare Representative,46,Male,Divorced,Medical,Low
2712,0,9610.00,4,3,19,Sales,Sales Executive,32,Male,Married,Life Sciences,Low
2497,0,9204.00,4,3,7,Sales,Sales Executive,32,Male,Married,Marketing,Low
1524,0,9884.00,4,3,11,Research & Development,Healthcare Representative,35,Male,Married,Medical,Low
2458,0,10596.00,4,3,2,Sales,Sales Executive,51,Male,Married,Marketing,Low
1607,1,10650.00,4,3,8,Research & Development,Manufacturing Director,51,Male,Single,Life Sciences,Low
1838,0,10496.00,4,3,10,Research & Development,Healthcare Representative,50,Male,Single,Technical Degree,Low
2755,0,13464.00,4,4,10,Research & Development,Research Director,39,Male,Single,Medical,Low
2647,0,16413.00,4,3,22,Research & Development,Research Director,49,Female,Married,Other,Low
1566,0,13549.00,4,3,2,Research & Development,Research Director,54,Female,Married,Technical Degree,Low
1863,0,19406.00,4,3,5,Research & Development,Research Director,54,Male,Married,Medical,Low
2340,0,19081.00,4,3,15,Research & Development,Research Director,46,Male,Married,Life Sciences,Low
2080,0,17159.00,4,4,14,Research & Development,Research Director,43,Male,Married,Life Sciences,Low
2059,0,17639.00,4,3,2,Research & Development,Research Director,50,Male,Married,Medical,Low
1751,0,17584.00,5,3,3,Research & Development,Research Director,53,Male,Married,Medical,Low
2185,0,17399.00,5,4,1,Research & Development,Research Director,50,Male,Divorced,Medical,Low
1583,0,17328.00,5,3,26,Human Resources,Manager,54,Female,Single,Human Resources,Low
2848,0,19161.00,5,3,2,Research & Development,Research Director,49,Male,Married,Life Sciences,Low
1746,0,13603.00,5,3,1,Research & Development,Research Director,37,Female,Divorced,Medical,Low
1549,0,13664.00,5,3,7,Research & Development,Research Director,37,Male,Single,Medical,Low
2214,0,13726.00,5,3,2,Research & Development,Manufacturing Director,59,Female,Single,Life Sciences,Low
1536,0,14756.00,5,3,8,Research & Development,Manager,55,Female,Divorced,Medical,Low
2005,0,14814.00,5,3,7,Research & Development,Research Director,53,Male,Married,Life Sciences,Low
1850,0,16659.00,5,3,2,Research & Development,Manager,55,Female,Single,Life Sciences,Low
2275,0,16885.00,5,4,1,Research & Development,Manager,48,Male,Single,Medical,Low
1879,0,16555.00,5,3,4,Research & Development,Manager,52,Female,Married,Life Sciences,Low
2442,0,13142.00,5,3,11,Research & Development,Manufacturing Director,51,Female,Single,Technical Degree,Low
2465,0,13247.00,5,3,28,Research & Development,Manufacturing Director,52,Female,Married,Medical,Low
1846,0,10965.00,5,4,7,Research & Development,Healthcare Representative,49,Male,Single,Other,Low
2546,0,11244.00,5,4,10,Research & Development,Manager,32,Male,Single,Medical,Low
1927,0,11557.00,5,4,7,Sales,Manager,31,Male,Divorced,Life Sciences,Low
2095,0,10934.00,5,3,7,Sales,Sales Executive,53,Female,Married,Marketing,Low
2096,0,10761.00,5,3,9,Sales,Sales Executive,45,Male,Divorced,Marketing,Low
2361,0,10502.00,5,3,1,Research & Development,Manufacturing Director,54,Female,Divorced,Life Sciences,Low
2461,0,9998.00,5,3,5,Sales,Sales Executive,33,Male,Married,Life Sciences,Low
2714,0,9756.00,5,4,4,Human Resources,Human Resources,45,Female,Married,Life Sciences,Low
